qpid,cluster_GSZ,cluster_RM1sum,cluster_size,cluster_desccount,RM2,val_avg,jac_avg,desc,genename
FUN_006512-T1,2124.54600902,67.4498775051,99,2059,1.51531608402,0.142447997766,1.207979979e-05,T-complex protein 1 subunit gamma,CCT3
FUN_006773-T1,1680.40790754,22.7169253332,34,1131,1.27664370398,0.0273199881185,4.73631340002e-05,Mitochondrial prohibitin complex protein 2,PHB2
FUN_006809-T1,621.948547363,63.8079734441,98,23790,0.954185818472,0.21774700737,2.42810371707e-05,Delta-aminolevulinic acid dehydratase,ALAD
FUN_006811-T1,1506.63056242,46.5081308708,86,3556,1.35583343196,0.307644989175,0.00646813666071,Urate oxidase,
FUN_006870-T1,5143.0228415,16.3430849301,29,103,2.6689382499,0.0409846294979,0.000362983371562,Cytosolic sorting protein GGA2/TOM,
FUN_006901-T1,1456.93048199,54.9267299532,72,3185,1.21426760778,0.0782859169537,0.00019394976932,Cytoplasmic actin,
FUN_007014-T1,3302.27463295,38.2598116954,54,465,1.92506500357,0.0266927956268,0.000398435578077,Transforming protein RhoA,
FUN_007033-T1,2892.25647494,63.2888812284,98,1100,1.81221740005,0.123223075681,0.000328998101629,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic),DDOST
FUN_007123-T1,9.85157925534e-12,0.554731011608,1,295,0.592650592962,0.0050008144253,8.06582971824e-06,Vinculin,
FUN_007125-T1,1426.74267028,5.25683781472,9,415,1.18479676885,0.0454462390064,0.00065970346945,Vinculin,
FUN_007185-T1,2920.8758248,7.44351420209,13,143,1.8069275317,0.0916432492544,0.000313983554931,endoplasmic reticulum resident protein 29,
FUN_007242-T1,1751.97025156,66.1571607333,98,2998,1.40622576248,0.217794589179,0.000326479728815,Ribosomal protein L15,
FUN_007245-T1,998.915726965,50.017897152,78,7338,1.10774944313,0.222919502671,0.00179079646964,LOW QUALITY PROTEIN: dihydropyrimidinase,DPYS
FUN_007257-T1,3112.7950026,48.6459367209,78,756,1.89982606311,0.121844300415,0.00652914242111,Ezrin-moesin-radixin,RDX
FUN_007262-T1,490.946288692,63.4749806583,100,38954,0.900318996725,0.214968623649,0.000355535727393,Manganese superoxide dismutase,
FUN_007527-T1,2104.63862046,2.87704079985,5,106,1.43690037586,0.00951856744459,4.34669890084e-06,Troponin T,
FUN_007527-T2,2104.63862046,2.87704079985,5,106,1.43690037586,0.00951856744459,4.34669890084e-06,Troponin T,
FUN_007528-T1,5597.10766236,3.81499974962,7,21,2.83462613754,0.0109112539023,5.4013679275e-06,troponin I isoform X4,LOC106172396
FUN_007534-T1,994.97778903,48.9463943872,77,7302,1.06721982113,0.149477031173,0.000293949823929,sorbitol dehydrogenase,SORD
FUN_007535-T1,548.384452281,71.4778349416,100,31223,0.874656980518,0.12321342579,4.19681628732e-06,ATP synthase subunit alpha,
FUN_007684-T1,295.20187536,1.07524377984,2,2157,0.728841246263,0.0391706004085,3.89513720422e-06,MICOS complex subunit,
FUN_007693-T1,1161.05674341,1.69489968827,3,209,1.05609749137,0.00315997234956,4.32945744701e-07,Cysteine proteinase inhibitor (Fragment),
FUN_007720-T1,2414.76595648,57.7825412704,99,1595,1.62079124224,0.122423744287,1.375890323e-05,Ubiquinol-cytochrome c reductase binding protein (Fragment),UQCRB
FUN_007735-T1,1769.83306358,49.7188757267,85,2550,1.37150226408,0.138784916244,0.000651652008733,LOW QUALITY PROTEIN: cathepsin B,CTSB
FUN_007737-T1,2925.76079282,51.2922191416,88,966,1.849416755,0.168105201064,0.000834065337357,LOW QUALITY PROTEIN: cathepsin B,CTSB
FUN_008004-T1,407.55893552,6.2084098805,11,6219,0.767175944808,0.0267025698423,4.29188654441e-07,Dihydrodipicolinate synthetase,NPL
FUN_008012-T1,555.118213067,43.8366810864,71,21619,0.844660188584,0.0614893987019,0.0011761022372,inorganic pyrophosphatase,
FUN_008018-T1,475.970689633,62.5096386917,97,40178,0.89485352805,0.21596619931,0.000158328139569,Serine hydroxymethyltransferase,SHMT1
FUN_008035-T1,2874.81165444,21.1555555958,38,432,1.75913712182,0.0362497948427,3.43866175329e-06,Ubiquinol-cytochrome c reductase core protein IIa,
FUN_008122-T1,1552.49527014,5.53306714087,10,389,1.21911090769,0.0153067146182,1.20441246291e-05,Plasminogen activator inhibitor 1 RNA-binding protein (Fragment),
FUN_008196-T1,708.001982573,38.4119729634,66,12365,0.909627693268,0.0687295809216,1.11175108959e-05,Phytanoyl-CoA dioxygenase domain-containing protein 1,PHYHD1
FUN_008238-T1,1789.61682724,48.3292175575,79,2317,1.34154184753,0.0673488188455,1.21324214615e-05,Mitochondrial enoyl-CoA hydratase,ECHS1
FUN_008288-T1,207.726353524,40.4892260843,69,149980,0.691607572869,0.0349306658702,0.000188927409472,Nuclear autoantigenic sperm protein (histone-binding),
FUN_008290-T1,325.850958898,26.2285084366,38,33556,0.76543942604,0.085090425144,5.58577273349e-05,Phosphopyruvate hydratase,
FUN_008435-T1,2607.75546643,2.54164347973,5,69,1.63744621231,0.00819440953897,4.94340349798e-05,Thymosin beta-4,
FUN_008439-T1,5059.70856014,50.4896788794,85,312,2.64420922222,0.0572177218222,2.02800533456e-05,Epididymis secretory sperm binding protein Li 5a,HSPA4
FUN_008502-T1,1330.60708519,27.7200493512,46,2439,1.16405224108,0.0788855710081,2.71870755348e-06,GTP-binding ADP-ribosylation factor,
FUN_008503-T1,1842.63127987,2.8805840665,6,166,1.33188052023,0.00910910889773,9.028271985e-06,Filamin C, gamma a (actin binding protein 280),
FUN_008568-T1,567.864367915,62.055291361,98,28533,0.819596140003,0.00462338265941,1.37086071228e-09,Glucose-6-phosphate dehydrogenase,
FUN_008627-T1,797.090186921,65.6325875309,97,14341,0.968070091887,0.111760669371,4.31176185686e-05,Proteasome endopeptidase complex,PSMA4
FUN_008697-T1,2092.15122877,31.0112227302,47,1007,1.46409439319,0.0702508288918,4.81183691072e-05,Ribosomal protein rpl7,RPL7
FUN_008722-T1,4273.39282351,59.1523810866,84,432,2.33171096696,0.0610421874978,7.3908862906e-05,Myosin regulatory light chain sqh,
FUN_008729-T1,606.608379269,62.6836195585,97,24757,0.94749812492,0.216700238298,0.000182345692381,uroporphyrinogen decarboxylase,UROD
FUN_008739-T1,1939.26140622,67.8722791304,97,2423,1.44932124937,0.157722998182,0.00117489212777,T-complex protein 1 subunit eta,CCT7
FUN_008858-T1,376.073471318,38.8972960504,59,39165,0.767868343237,0.0516081448979,0.00433189570302,ATP-dependent RNA helicase,
FUN_008872-T1,1.13204356549e-14,0.602598279221,1,2,0.590910269373,0.00171748847146,2.41399978706e-08,C-1-tetrahydrofolate synthase, cytoplasmic isoform X4,
FUN_008925-T1,523.411910219,4.27855946277,7,2394,0.893854753116,0.178276573787,0.000170246038233,Troponin C-short,
FUN_009000-T1,1236.19964524,1.07166118809,2,123,1.08554384538,0.00200724337375,7.4149090898e-06,BTB/POZ domain-containing protein KCTD6,
FUN_009005-T1,284.984251552,62.3420684372,98,113180,0.877969984955,0.328255600503,4.08034009006e-05,Peptidyl-prolyl cis-trans isomerase B,PPIB
FUN_009005-T2,285.031087392,61.9913402559,98,113131,0.882391661331,0.336562998237,4.18654452344e-05,Peptidyl-prolyl cis-trans isomerase B,PPIB
FUN_009037-T1,786.828511559,29.3455653827,43,6519,0.934207161224,0.0556145211987,3.01826846772e-06,ADP/ATP transporter on adenylate translocase,
FUN_009074-T1,4406.37785685,52.9893217863,87,421,2.38777350563,0.0664560681541,3.2338236044e-05,Kynurenine--oxoglutarate transaminase 3,KYAT3
FUN_009103-T1,589.619425889,34.3244975583,52,14037,0.859884133636,0.0642192267917,8.65406274406e-06,Propionyl-CoA carboxylase beta chain mitochondrial,
FUN_009145-T1,1130.24389657,13.0338526227,25,1836,1.0590869616,0.0320502686372,0.000138029583864,MICOS complex subunit MIC60,IMMT
FUN_009194-T1,289.143772046,21.669775013,36,40420,0.717332054803,0.0220269543437,1.30091241612e-05,heterogeneous nuclear ribonucleoprotein Q,SYP
FUN_009660-T1,1.54976719595e-13,0.536370381454,1,37,0.591390507997,0.00262359962976,9.68500239982e-09,Adenine nucleotide alpha hydrolase-like superfamily protein,
FUN_009692-T1,3227.48418937,41.4143003045,55,496,1.91108680273,0.0567727338304,0.000178902438876,Transport protein sec61 alpha subunit,
FUN_009783-T1,1368.74989512,34.2284536725,47,2356,1.17753541868,0.0755372011108,3.72021522698e-05,Large subunit ribosomal protein L23e,RPL23
FUN_009801-T1,655.679306422,32.5093137625,53,11566,0.876200633558,0.045148735344,4.06282639964e-06,Alpha-hydroxy-acid oxidizing enzyme,
FUN_009810-T1,1416.54981553,43.1316670063,72,3370,1.20458595479,0.0904847022883,0.00045681838418,Cathepsin L cysteine proteinase,CATL
FUN_009830-T1,744.137172752,56.8466575065,96,16286,0.929600587273,0.0790974111828,0.00120451224694,Serine carboxypeptidase CPVL,CPVL
FUN_009849-T1,3059.90975024,4.71518749952,8,80,1.85400967567,0.0755523865331,0.000150535556236,Ng dimethylarginine dimethylaminohydrolase,
FUN_009851-T1,1621.3755395,53.0298543677,77,2751,1.31189800727,0.138387854733,0.000111423299523,Small subunit ribosomal protein S18e,RPS18
FUN_009854-T1,288.284785572,64.1461331449,100,112856,0.91420156173,0.394125823296,4.80576891464e-05,Peptidyl-prolyl cis-trans isomerase,
FUN_009899-T1,5.51371811972e-08,0.54040941273,1,22072,0.591513072088,0.00285485164394,3.47490168463e-08,Aconitate hydratase,
FUN_010101-T1,2535.00277954,10.1711746409,20,292,1.60943805762,0.010258251534,3.62444635632e-06,Fibril-forming collagen alpha chain,
FUN_010222-T1,546.319829481,48.019732653,72,22650,0.837375727445,0.0544268241496,7.8942677531e-05,Cytoplasmic aconitate hydratase,ACO1
FUN_010458-T1,559.643776929,25.8854488366,46,13777,0.847191761683,0.0628945374545,7.30302547142e-06,Aromatic amino acid beta-eliminating lyase/threonine aldolase,
FUN_010477-T1,1978.55290524,59.0924664539,87,2088,1.45156218155,0.132321156128,0.000540335323725,Phosphoenolpyruvate phosphomutase BcpB,AEPX
FUN_010487-T1,1775.52396344,66.8121039662,99,2950,1.30323642078,0.00571101011342,2.21634712552e-09,Polyadenylate-binding protein 1,PABPC4
FUN_010674-T1,638.96431855,55.8561534591,97,22317,0.84848500292,0.00547031965504,3.04123757806e-07,Inositol-1-monophosphatase,IMPA1
FUN_010786-T1,565.760893769,50.0410410352,74,21716,0.866149506507,0.0940469769289,1.2561333412e-05,Methylmalonyl Coenzyme A mutase,MUT
FUN_010817-T1,2326.93929319,65.33160621,94,1631,1.7231069963,0.381756764649,9.68803468305e-06,Actin-related protein 2-A,ACTR2
FUN_010834-T1,4065.97418309,24.6333693653,43,244,2.2266249436,0.0193091185737,7.18761233558e-05,B-type nuclear lamin,
FUN_010846-T1,3353.56843089,50.4254445068,77,643,1.9673397158,0.0677586656342,1.25327236456e-05,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1
FUN_010958-T1,4277.3110578,49.7484705686,82,421,2.33823734786,0.0702753584796,0.00334923713873,High density lipoprotein binding protein b,HDLBP
FUN_011012-T1,1.91315356461e-14,0.486973029174,1,13,0.590528588677,0.000997336832452,7.78174536335e-09,Collagen, type XV, alpha 1b,
FUN_011241-T1,1486.77876149,44.0036180949,64,2720,1.27534156154,0.170998957563,3.04718701739e-05,Nadp transhydrogenase,NNT
FUN_011242-T1,525.669205376,62.7534276096,92,31242,0.901571331607,0.191133914091,0.000133749415785,Isocitrate dehydrogenase [NADP], mitochondrial,
FUN_011423-T1,1951.99317708,65.9363358516,97,2391,1.52481712557,0.290592368486,0.000294971834271,GTP-binding nuclear protein Ran,
FUN_011437-T1,3343.6453811,53.4229688557,78,655,1.9590118838,0.0595339023709,3.81549948344e-05,Chaperonin containing T-complex polypeptide subunit zeta,CCT6A
FUN_011452-T1,428.212060357,64.1615031947,97,49654,0.881011820502,0.22589101718,0.000237862716797,Dihydrolipoamide dehydrogenase,DLD
FUN_011756-T1,1430.81440196,59.0620480729,75,3442,1.19684998255,0.0651346310299,0.000143366169137,Cytoplasmic actin,
FUN_012099-T1,520.827769354,44.0486258506,66,22845,0.826040560031,0.0522815507525,1.15195503828e-05,Electron-transfer-flavoprotein beta polypeptide,ETFB
FUN_012113-T1,3409.00568288,28.0251514119,50,404,2.00707984476,0.100900963311,3.05251244191e-06,Mitochondrial ATP synthase subunit g,ATP5L
FUN_012153-T1,449.462558631,50.5369243595,87,40418,0.797255829964,0.0518315427546,4.44256808364e-06,Fatty acid oxidation complex subunit alpha,EHHADH
FUN_012202-T1,3485.48311237,48.3066949829,86,665,2.05920621412,0.141517957421,0.000422586931212,Dicarbonyl and L-xylulose reductase,DCXR
FUN_012259-T1,531.773544929,46.5739870686,72,23915,0.829614822309,0.0507601879363,0.000125236550267,Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase,ATIC
FUN_012353-T1,3307.02571281,38.7591897178,63,541,1.93321801366,0.0385039949234,3.05615017628e-05,Ubiquitin-conjugating enzyme E2 variant,
FUN_012592-T1,2288.85310958,61.5166344906,97,1739,1.54072360115,0.0663808713207,2.47760890477e-05,Eukaryotic translation initiation factor 3 subunit L,EIF3L
FUN_012601-T1,468.5279003,63.0777900826,94,40174,0.889259748673,0.211031032096,0.000107077080376,Mitochondrial malate dehydrogenase 2,
FUN_012646-T1,4190.99450304,40.7552536974,69,369,2.30887591986,0.0801412644747,0.000162423851312,Enoyl-delta isomerase mitochondrial,ECI1
FUN_012668-T1,1433.71396727,59.1075292912,75,3428,1.19466753408,0.0588285665089,0.000140346155621,Cytoplasmic actin,
FUN_012672-T1,3128.21628322,55.8970779769,85,816,1.88380566905,0.0802235843252,3.28035697244e-05,Mitochondrial voltage-dependent anino channel protein 2,VDAC2
FUN_012936-T1,800.458072776,62.3022353319,98,14364,0.962807417485,0.099289507356,3.74737732445e-05,Proteasome endopeptidase complex,PSMA3
FUN_012964-T1,782.655527519,64.0741655853,98,15021,0.950334207258,0.089190925231,4.0293906995e-05,Proteasome endopeptidase complex,PSMA2
FUN_012982-T1,3881.94791788,51.7301393799,85,530,2.27024900978,0.239581901048,0.0245717537697,Legumain-protease-precursor,LGMN
FUN_013328-T1,1881.02739296,38.4780036414,59,1562,1.37223970593,0.0562777884508,7.60433758272e-05,Ribosomal protein rplp1,
