SME|mk4.000173.04	e5ee7329cd456a3f6b2f7dc3d4a813fe	176	Pfam	PF03332	Eukaryotic phosphomannomutase	25	150	6.6E-50	T	23-05-2018	IPR005002	Phosphomannomutase
SME|mk4.052726.00	be4620135bf5134ce071eb4cfcae24ab	621	Pfam	PF12848	ABC transporter	196	269	9.6E-13	T	23-05-2018	IPR032781	ABC-transporter extension domain
SME|mk4.052726.00	be4620135bf5134ce071eb4cfcae24ab	621	Pfam	PF16326	ABC transporter C-terminal domain	557	617	8.5E-8	T	23-05-2018	IPR032524	ABC transporter Uup, C-terminal
SME|mk4.052726.00	be4620135bf5134ce071eb4cfcae24ab	621	Pfam	PF00005	ABC transporter	45	157	2.3E-11	T	23-05-2018	IPR003439	ABC transporter-like
SME|mk4.052726.00	be4620135bf5134ce071eb4cfcae24ab	621	Pfam	PF00005	ABC transporter	310	456	7.9E-19	T	23-05-2018	IPR003439	ABC transporter-like
SME|mk4.003796.00	918cff9ebe058e72afff4f13695d11d7	133	Pfam	PF00168	C2 domain	16	93	1.2E-11	T	23-05-2018	IPR000008	C2 domain
SME|mk4.000857.04	ac6a1d139f44c06e97f1062ff67bfa59	145	Pfam	PF00036	EF hand	83	110	7.1E-7	T	23-05-2018	IPR002048	EF-hand domain
SME|mk4.000204.04	26bf2dfa05ef046a2532aa7be57aad57	415	Pfam	PF04699	ARP2/3 complex 16 kDa subunit (p16-Arc)	215	354	7.5E-36	T	23-05-2018	IPR006789	Actin-related protein 2/3 complex subunit 5
SME|mk4.031167.01	4ecf529fef3317bc423e4c5661a71b5a	324	Pfam	PF08625	Utp13 specific WD40 associated domain	164	307	1.7E-22	T	23-05-2018	IPR013934	Small-subunit processome, Utp13
SME|mk4.031167.01	4ecf529fef3317bc423e4c5661a71b5a	324	Pfam	PF00400	WD domain, G-beta repeat	33	67	6.8E-5	T	23-05-2018	IPR001680	WD40 repeat
SME|mk4.031167.01	4ecf529fef3317bc423e4c5661a71b5a	324	Pfam	PF00400	WD domain, G-beta repeat	4	21	0.085	T	23-05-2018	IPR001680	WD40 repeat
SME|mk4.000128.05	9c1009f782106857502cf7000e131a64	67	Pfam	PF00012	Hsp70 protein	3	57	9.6E-13	T	23-05-2018	IPR013126	Heat shock protein 70 family
SME|mk4.000500.06	ca7b3dfa25759c8f881d5ad433ad2d7d	102	Pfam	PF00012	Hsp70 protein	7	51	3.3E-8	T	23-05-2018	IPR013126	Heat shock protein 70 family
SME|mk4.012411.03	0ba84c3cf4d9f3a1bebeabb46fc6d3df	595	Pfam	PF05199	GMC oxidoreductase	428	564	1.4E-40	T	23-05-2018	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal
SME|mk4.012411.03	0ba84c3cf4d9f3a1bebeabb46fc6d3df	595	Pfam	PF00732	GMC oxidoreductase	46	337	2.6E-89	T	23-05-2018	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal
SME|mk4.003200.03	c5639c622abe5d45f55d3136e4f59e2d	354	Pfam	PF00018	SH3 domain	205	252	9.3E-16	T	23-05-2018	IPR001452	SH3 domain
SME|mk4.026299.02	8bc899b8004d6c4d3f085f8f8a2a78c9	191	Pfam	PF00856	SET domain	52	116	4.0E-16	T	23-05-2018	IPR001214	SET domain
SME|mk4.016388.00	6db60ada95bdf3e39e2de13c0c900b5f	550	Pfam	PF00289	Biotin carboxylase, N-terminal domain	419	503	4.9E-13	T	23-05-2018	IPR005481	Biotin carboxylase-like, N-terminal domain
SME|mk4.000288.06	69a2640691edfe6a1657e42b97e101ca	542	Pfam	PF05994	Cytoplasmic Fragile-X interacting family	109	530	5.7E-146	T	23-05-2018	IPR008081	Cytoplasmic FMR1-interacting
SME|mk4.000242.14	670f67313abfd95e001d10cf9ba73e9b	330	Pfam	PF00176	SNF2 family N-terminal domain	289	321	8.2E-8	T	23-05-2018	IPR000330	SNF2-related, N-terminal domain
SME|mk4.022563.00	bdac8118d879eabd433e4072a8b10931	228	Pfam	PF05970	PIF1-like helicase	22	58	1.2E-7	T	23-05-2018	IPR010285	DNA helicase Pif1-like
SME|mk4.022563.00	bdac8118d879eabd433e4072a8b10931	228	Pfam	PF12052	Voltage gated calcium channel subunit beta domain 4Aa N terminal	79	117	1.5E-10	T	23-05-2018	IPR000584	Voltage-dependent calcium channel, L-type, beta subunit
SME|mk4.000032.09	986e17d533321d9966bb8536d000bd2c	506	Pfam	PF04037	Domain of unknown function (DUF382)	131	257	8.6E-50	T	23-05-2018	IPR007180	Domain of unknown function DUF382
SME|mk4.000032.09	986e17d533321d9966bb8536d000bd2c	506	Pfam	PF04046	PSP	266	315	1.4E-18	T	23-05-2018	IPR006568	PSP, proline-rich
SME|mk4.000154.06	a4871910752afa75f79df6f1b61ccc32	142	Pfam	PF00069	Protein kinase domain	1	121	4.0E-23	T	23-05-2018	IPR000719	Protein kinase domain
SME|mk4.018420.00	0ae531490ada4cb5fd65166ff467b657	90	Pfam	PF00005	ABC transporter	2	49	1.4E-9	T	23-05-2018	IPR003439	ABC transporter-like
SME|mk4.071758.00	c744ca10668b3cebe1b1b2d45247c770	310	Pfam	PF00118	TCP-1/cpn60 chaperonin family	239	292	1.0E-9	T	23-05-2018	IPR002423	Chaperonin Cpn60/TCP-1 family
SME|mk4.013079.00	a80edf8924c2dad0e00812ec53acecb4	255	Pfam	PF04884	Vitamin B6 photo-protection and homoeostasis	4	72	2.3E-15	T	23-05-2018	IPR006968	Root UVB sensitive family
SME|mk4.000299.16	902b8d057bee8cb8a5b0aec501db49de	476	Pfam	PF03953	Tubulin C-terminal domain	294	414	5.6E-43	T	23-05-2018	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
SME|mk4.000299.16	902b8d057bee8cb8a5b0aec501db49de	476	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	48	244	9.3E-62	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.027702.00	6db32f62bb23a3b3e3c3c1b6b34461d5	504	Pfam	PF08033	Sec23/Sec24 beta-sandwich domain	72	155	1.0E-16	T	23-05-2018	IPR012990	Sec23/Sec24 beta-sandwich
SME|mk4.027702.00	6db32f62bb23a3b3e3c3c1b6b34461d5	504	Pfam	PF04815	Sec23/Sec24 helical domain	167	269	1.5E-10	T	23-05-2018	IPR006900	Sec23/Sec24, helical domain
SME|mk4.021775.02	9545da5139a2b2d10b6990a88652ac26	447	Pfam	PF12796	Ankyrin repeats (3 copies)	308	395	2.2E-14	T	23-05-2018	IPR020683	Ankyrin repeat-containing domain
SME|mk4.001185.00	c72893f7dec1d525ccca810469380b2a	268	Pfam	PF09011	HMG-box domain	9	71	3.1E-8	T	23-05-2018	IPR009071	High mobility group box domain
SME|mk4.000237.05	b7cf326768b7666aa073dae1d8766272	879	Pfam	PF04218	CENP-B N-terminal DNA-binding domain	348	383	1.4E-6	T	23-05-2018	IPR007889	DNA binding HTH domain, Psq-type
SME|mk4.000300.09	ad7fb4013f6f7adaf1fd3cfed2969273	2786	Pfam	PF12774	Hydrolytic ATP binding site of dynein motor region D1	1781	2011	3.5E-101	T	23-05-2018	IPR035699	Dynein heavy chain, hydrolytic ATP-binding dynein motor region D1
SME|mk4.000300.09	ad7fb4013f6f7adaf1fd3cfed2969273	2786	Pfam	PF08385	Dynein heavy chain, N-terminal region 1	169	742	1.1E-137	T	23-05-2018	IPR013594	Dynein heavy chain, domain-1
SME|mk4.000300.09	ad7fb4013f6f7adaf1fd3cfed2969273	2786	Pfam	PF12775	P-loop containing dynein motor region D3	2408	2676	4.4E-56	T	23-05-2018
SME|mk4.000300.09	ad7fb4013f6f7adaf1fd3cfed2969273	2786	Pfam	PF08393	Dynein heavy chain, N-terminal region 2	1242	1646	9.1E-141	T	23-05-2018	IPR013602	Dynein heavy chain, domain-2
SME|mk4.000300.09	ad7fb4013f6f7adaf1fd3cfed2969273	2786	Pfam	PF07728	AAA domain (dynein-related subfamily)	2097	2231	1.3E-4	T	23-05-2018	IPR011704	ATPase, dynein-related, AAA domain
SME|mk4.002281.03	da9e5b74dd72a508d2828feda82f2546	902	Pfam	PF08516	ADAM cysteine-rich	127	254	3.9E-20	T	23-05-2018	IPR006586	ADAM, cysteine-rich
SME|mk4.002281.03	da9e5b74dd72a508d2828feda82f2546	902	Pfam	PF00200	Disintegrin	44	122	4.2E-19	T	23-05-2018	IPR001762	Disintegrin domain
SME|mk4.001433.01	dab21d02a678c124f9ed97d1fe5fef70	84	Pfam	PF01135	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	24	80	6.6E-13	T	23-05-2018
SME|mk4.003878.03	b425beb02190b544bfd57736324d6ca9	200	Pfam	PF03370	Carbohydrate/starch-binding module (family 21)	36	149	8.0E-22	T	23-05-2018	IPR005036	CBM21 (carbohydrate binding type-21) domain
SME|mk4.001365.06	51aab32ceef8b276e9acac7492725f86	220	Pfam	PF12799	Leucine Rich repeats (2 copies)	88	126	2.5E-7	T	23-05-2018	IPR025875	Leucine rich repeat 4
SME|mk4.001365.06	51aab32ceef8b276e9acac7492725f86	220	Pfam	PF12799	Leucine Rich repeats (2 copies)	42	83	9.4E-8	T	23-05-2018	IPR025875	Leucine rich repeat 4
SME|mk4.027518.00	cdfc60c06331046a5acc88af3aafc9be	191	Pfam	PF00505	HMG (high mobility group) box	10	75	3.5E-13	T	23-05-2018	IPR009071	High mobility group box domain
SME|mk4.027518.00	cdfc60c06331046a5acc88af3aafc9be	191	Pfam	PF00505	HMG (high mobility group) box	101	166	2.3E-15	T	23-05-2018	IPR009071	High mobility group box domain
SME|mk4.000911.04	5622efc01f1d80b2787e6bf62c61e6ad	683	Pfam	PF08742	C8 domain	268	334	2.4E-16	T	23-05-2018	IPR014853	Uncharacterised domain, cysteine-rich
SME|mk4.000911.04	5622efc01f1d80b2787e6bf62c61e6ad	683	Pfam	PF00094	von Willebrand factor type D domain	75	225	1.1E-28	T	23-05-2018	IPR001846	von Willebrand factor, type D domain
SME|mk4.000911.04	5622efc01f1d80b2787e6bf62c61e6ad	683	Pfam	PF01826	Trypsin Inhibitor like cysteine rich domain	338	385	5.2E-5	T	23-05-2018	IPR002919	Trypsin Inhibitor-like, cysteine rich domain
SME|mk4.016392.02	ec0c140a649d44ab5d085491038f82dd	178	Pfam	PF02772	S-adenosylmethionine synthetase, central domain	1	67	2.8E-14	T	23-05-2018	IPR022629	S-adenosylmethionine synthetase, central domain
SME|mk4.016392.02	ec0c140a649d44ab5d085491038f82dd	178	Pfam	PF02773	S-adenosylmethionine synthetase, C-terminal domain	69	177	1.0E-54	T	23-05-2018	IPR022630	S-adenosylmethionine synthetase, C-terminal
SME|mk4.001871.00	81e30772d2eb50c658ea609c11b7b54f	246	Pfam	PF00209	Sodium:neurotransmitter symporter family	2	120	2.3E-23	T	23-05-2018	IPR000175	Sodium:neurotransmitter symporter
SME|mk4.022877.00	6a66e2aec3ace21b5bd3266f3cf58a2e	356	Pfam	PF00400	WD domain, G-beta repeat	42	75	1.5E-8	T	23-05-2018	IPR001680	WD40 repeat
SME|mk4.022877.00	6a66e2aec3ace21b5bd3266f3cf58a2e	356	Pfam	PF00400	WD domain, G-beta repeat	132	163	0.036	T	23-05-2018	IPR001680	WD40 repeat
SME|mk4.003571.04	e4eee2fda7e33ab0a65705896e1843db	74	Pfam	PF00412	LIM domain	4	61	7.7E-10	T	23-05-2018	IPR001781	Zinc finger, LIM-type
SME|mk4.011811.03	f6f23b5177fd96450c0bfa636da65b0a	94	Pfam	PF08606	Prp19/Pso4-like	62	93	1.2E-10	T	23-05-2018	IPR013915	Pre-mRNA-splicing factor 19
SME|mk4.008894.00	f6f23b5177fd96450c0bfa636da65b0a	94	Pfam	PF08606	Prp19/Pso4-like	62	93	1.2E-10	T	23-05-2018	IPR013915	Pre-mRNA-splicing factor 19
SME|mk4.001518.01	8e88613d556d7f5377d7b0bc8d8f9bf4	148	Pfam	PF00051	Kringle domain	54	140	1.3E-19	T	23-05-2018	IPR000001	Kringle
SME|mk4.007745.03	1fa996724c54ed19f82757ac5d9760aa	2205	Pfam	PF00435	Spectrin repeat	78	173	5.1E-6	T	23-05-2018	IPR002017	Spectrin repeat
SME|mk4.012969.00	bfd7614db123516c7aac6b03324a65ba	74	Pfam	PF00010	Helix-loop-helix DNA-binding domain	3	37	1.3E-4	T	23-05-2018	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
SME|mk4.000717.00	2910927f46e696b9b8cca3135cbcab41	619	Pfam	PF00289	Biotin carboxylase, N-terminal domain	11	119	8.6E-43	T	23-05-2018	IPR005481	Biotin carboxylase-like, N-terminal domain
SME|mk4.000717.00	2910927f46e696b9b8cca3135cbcab41	619	Pfam	PF00364	Biotin-requiring enzyme	553	618	3.8E-17	T	23-05-2018	IPR000089	Biotin/lipoyl attachment
SME|mk4.000717.00	2910927f46e696b9b8cca3135cbcab41	619	Pfam	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	124	330	1.5E-80	T	23-05-2018	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
SME|mk4.000717.00	2910927f46e696b9b8cca3135cbcab41	619	Pfam	PF02785	Biotin carboxylase C-terminal domain	331	388	3.3E-12	T	23-05-2018	IPR005482	Biotin carboxylase, C-terminal
SME|mk4.000340.04	392e5dc8be58b8d9e00699fa0b1fd902	401	Pfam	PF04083	Partial alpha/beta-hydrolase lipase region	36	95	3.1E-24	T	23-05-2018	IPR006693	Partial AB-hydrolase lipase domain
SME|mk4.010117.00	974ce15201128dacd7a36fe2fbb53d94	150	Pfam	PF10154	Uncharacterized conserved protein (DUF2362)	17	116	3.2E-6	T	23-05-2018	IPR019311	Protein of unknown function DUF2362
SME|mk4.000098.01	75e08e2dae467fa117b7741d0751b4b2	272	Pfam	PF13499	EF-hand domain pair	198	253	9.8E-8	T	23-05-2018	IPR002048	EF-hand domain
SME|mk4.000098.01	75e08e2dae467fa117b7741d0751b4b2	272	Pfam	PF13516	Leucine Rich repeat	66	83	0.089	T	23-05-2018	IPR001611	Leucine-rich repeat
SME|mk4.000098.01	75e08e2dae467fa117b7741d0751b4b2	272	Pfam	PF13516	Leucine Rich repeat	37	59	0.46	T	23-05-2018	IPR001611	Leucine-rich repeat
SME|mk4.000098.01	75e08e2dae467fa117b7741d0751b4b2	272	Pfam	PF13516	Leucine Rich repeat	12	32	0.0013	T	23-05-2018	IPR001611	Leucine-rich repeat
SME|mk4.003825.00	6bee1cbd09d633eec6bd5b9bdde13ac8	561	Pfam	PF12213	DNA polymerases epsilon N terminal	6	71	1.5E-9	T	23-05-2018	IPR024639	DNA polymerase epsilon subunit B, N-terminal
SME|mk4.003825.00	6bee1cbd09d633eec6bd5b9bdde13ac8	561	Pfam	PF04042	DNA polymerase alpha/epsilon subunit B	277	527	6.2E-23	T	23-05-2018	IPR007185	DNA polymerase alpha/epsilon, subunit B
SME|mk4.006908.02	cd3b10bcb312dbe1b0242c1c088ae09c	263	Pfam	PF12330	Haspin like kinase domain	16	260	9.4E-40	T	23-05-2018
SME|mk4.001889.04	6de12373930208bb92d7a483a7dac59b	203	Pfam	PF04148	Transmembrane adaptor Erv26	1	193	2.6E-37	T	23-05-2018	IPR007277	Transmembrane adaptor Erv26
SME|mk4.024090.00	5c8f5ea3ef3e9121e88ed4a3daac9aa5	145	Pfam	PF02151	UvrB/uvrC motif	119	144	5.6E-6	T	23-05-2018	IPR001943	UVR domain
SME|mk4.006256.01	08e1b937de2ce6ba3144b749387497c3	354	Pfam	PF01773	Na+ dependent nucleoside transporter N-terminus	1	54	2.3E-15	T	23-05-2018	IPR002668	Concentrative nucleoside transporter N-terminal domain
SME|mk4.006256.01	08e1b937de2ce6ba3144b749387497c3	354	Pfam	PF07670	Nucleoside recognition	63	159	4.1E-7	T	23-05-2018	IPR011642	Nucleoside transporter/FeoB GTPase, Gate domain
SME|mk4.006256.01	08e1b937de2ce6ba3144b749387497c3	354	Pfam	PF07662	Na+ dependent nucleoside transporter C-terminus	165	311	1.7E-42	T	23-05-2018	IPR011657	Concentrative nucleoside transporter C-terminal domain
SME|mk4.003941.01	56edc4344a4b697562fd917a67905839	270	Pfam	PF03029	Conserved hypothetical ATP binding protein	8	253	3.5E-58	T	23-05-2018	IPR004130	GPN-loop GTPase
SME|mk4.000012.14	53f809232685a27e0c46c0584eb1e900	463	Pfam	PF00520	Ion transport protein	168	419	1.1E-23	T	23-05-2018	IPR005821	Ion transport domain
SME|mk4.000012.14	53f809232685a27e0c46c0584eb1e900	463	Pfam	PF02214	BTB/POZ domain	21	106	9.5E-20	T	23-05-2018	IPR003131	Potassium channel tetramerisation-type BTB domain
SME|mk4.004965.02	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.000393.17	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.020028.00	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.017860.00	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.000268.07	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
SME|mk4.003937.04	ecc4ed7ce5536515ab0036d7c7adac5a	80	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	4	79	5.8E-20	T	23-05-2018	IPR003008	Tubulin/FtsZ, GTPase domain
